frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.988349,  1,  0.0757633,  0.100989,  -0.991999,  -0.133476,  0.0869724,  -0.987228,  27.8964,  26.1551,  611.864,  0.2584,  -0.102561,  0.0939242,  213.873,  213.048,  213.381,  214.603,  217.828,  223.544,  231.182,  241.054,  252.112,  262.506,  271.203,  279.018,  285.26,  289.789,  293.005,  295.706,  297.372,  223.84,  230.15,  238.79,  247.347,  254.74,  268.51,  276.312,  283.753,  290.517,  294.126,  260.92,  260.849,  260.787,  260.676,  250.008,  254.244,  258.611,  262.991,  266.8,  232.959,  238.09,  243.896,  248.314,  243.362,  237.532,  270.461,  275.713,  281.11,  284.763,  281.1,  275.771,  240.729,  247.718,  253.583,  257.374,  261.73,  266.363,  270.315,  265.763,  260.932,  256.374,  252.14,  246.676,  243.579,  252.93,  256.895,  261.228,  268.064,  261.074,  256.721,  252.707,  166.553,  178.232,  190.004,  201.537,  212.995,  223.499,  232.843,  240.533,  243.159,  241.535,  234.817,  226.061,  216.229,  205.388,  194.2,  182.905,  171.134,  161.87,  157.316,  156.718,  158.887,  162.496,  162.859,  160.089,  159.092,  160.859,  165.791,  171.55,  179.913,  188.266,  196.822,  200.072,  202.287,  204.071,  202.905,  201.353,  170.187,  167.926,  168.512,  172.163,  173.132,  172.812,  173.331,  170.16,  170.526,  173.173,  175.222,  174.972,  214.696,  213.15,  212.388,  213.856,  213.023,  214.453,  216.419,  221.143,  222.747,  222.938,  222.144,  219.831,  215.243,  215.847,  216.609,  216.378,  216.755,  217.206,  217.551,  216.711,  -44.8624,  -46.6372,  -46.4495,  -44.5931,  -38.913,  -28.766,  -15.2546,  1.79711,  20.5867,  38.7121,  54.7573,  69.4692,  81.0658,  89.046,  94.2944,  98.2893,  100.721,  -26.3812,  -15.8632,  -1.92911,  11.6333,  23.2595,  45.1974,  58.0045,  70.7586,  82.8756,  90.2544,  33.2374,  32.8615,  32.4938,  32.0819,  15.9984,  22.6874,  29.595,  36.7313,  43.0651,  -11.4291,  -3.08106,  6.28176,  13.4332,  5.42618,  -3.98637,  49.6125,  58.1577,  67.1925,  73.7882,  67.3023,  58.354,  1.20007,  12.4815,  21.8356,  27.9466,  35.0269,  42.9939,  50.3626,  42.1312,  33.9373,  26.4675,  19.6265,  10.8425,  5.86603,  20.8886,  27.2893,  34.4018,  46.3762,  34.1223,  26.9877,  20.5184,  -23.0892,  -3.0601,  17.4564,  37.8161,  57.9084,  76.0374,  91.4124,  103.167,  107.351,  105.847,  96.1965,  82.0094,  64.8909,  45.4058,  25.2612,  5.1254,  -15.5644,  -29.596,  -36.5321,  -37.1303,  -33.4307,  -27.6212,  -27.1733,  -31.8066,  -33.8126,  -31.4011,  -23.694,  -13.4256,  -0.137256,  12.9214,  26.1028,  32.0855,  35.4979,  38.2772,  36.5951,  34.3126,  -15.9281,  -19.4817,  -18.5216,  -12.6631,  -11.0853,  -11.6102,  -10.8613,  -16.0233,  -15.4845,  -11.2536,  -7.82377,  -8.20232,  57.1202,  53.6084,  52.065,  54.459,  53.2313,  56.1877,  60.5043,  67.2827,  69.3069,  69.4054,  68.1321,  64.6851,  57.7668,  57.9131,  59.1317,  58.9535,  60.7387,  60.2433,  60.6068,  59.2797,  643.901,  648.891,  654.364,  658.447,  658.148,  655.508,  648.706,  639.115,  637.382,  645.043,  658.074,  667.662,  671.666,  670.681,  667.121,  661.66,  658.344,  612.176,  603.917,  598.056,  593.793,  591.756,  594.491,  599.026,  606.457,  615.202,  625.31,  595.802,  591.055,  586.19,  581.878,  599.439,  597.283,  596.314,  599.121,  602.594,  608.687,  605.055,  604.594,  605.909,  605.309,  605.716,  610.765,  610.672,  612.919,  618.152,  614.079,  611.743,  617.364,  606.431,  602.829,  603.211,  604.479,  611.566,  623.001,  613.251,  608.004,  606.154,  606.247,  609.003,  614.667,  605.836,  605.704,  607.715,  619.693,  607.201,  605.239,  605.536,  0.606691,  0.269219,  -0.105647,  0.0953491,  257.124,  195.824,  -10.5728,  4.4463,  -16.4234,  17.2381,  -5.90394,  5.88216,  2.88503,  -7.11038,  2.56153,  -0.998404,  -2.92205,  -1.06315,  -0.88603,  -0.474655,  3.50525,  0.357648,  -1.01454,  -0.476316,  -0.895263,  -1.28008,  0.127153,  -0.525303,  0.256096,  -0.291855,  -0.00498272,  0.0111572,  0.167734,  -0.0763543,  -0.00765939,  0.0416017,  0.0301646,  -0.00812907,  0.0124797,  -0.00387612, 0.474133, 0, 0.742851, 0, 0, 0, 0, 0, 0.0817501, 0, 0.0879197, 0.664947, 0.402862, 0.204462, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
2,  0.0333667,  0.988362,  1,  0.0744512,  0.102917,  -0.9919,  -0.134572,  0.0886941,  -0.986926,  27.6613,  25.9362,  610.452,  0.265632,  -0.106332,  0.0999797,  213.818,  212.903,  213.136,  214.238,  217.314,  222.904,  230.504,  240.458,  251.608,  262.079,  270.841,  278.727,  285.047,  289.646,  292.918,  295.691,  297.433,  223.901,  230.228,  238.892,  247.474,  254.866,  268.493,  276.335,  283.794,  290.554,  294.146,  260.922,  260.852,  260.783,  260.658,  249.948,  254.181,  258.542,  262.915,  266.723,  232.973,  238.116,  243.911,  248.323,  243.373,  237.556,  270.478,  275.735,  281.116,  284.754,  281.092,  275.778,  240.619,  247.633,  253.487,  257.269,  261.625,  266.236,  270.145,  265.617,  260.798,  256.24,  252.017,  246.569,  243.498,  252.805,  256.766,  261.095,  267.904,  260.94,  256.59,  252.579,  165.99,  177.611,  189.333,  200.828,  212.325,  222.933,  232.431,  240.36,  243.146,  241.592,  234.902,  226.115,  216.224,  205.305,  194.032,  182.665,  170.808,  161.724,  157.189,  156.638,  158.843,  162.458,  162.823,  160.055,  159.067,  160.857,  165.799,  171.514,  179.868,  188.213,  196.768,  199.972,  202.213,  204.012,  202.856,  201.317,  170.052,  167.822,  168.42,  172.055,  173.016,  172.685,  173.255,  170.116,  170.495,  173.125,  175.168,  174.91,  214.653,  213.115,  212.353,  213.835,  213.019,  214.46,  216.456,  221.191,  222.772,  222.937,  222.125,  219.803,  215.209,  215.814,  216.589,  216.379,  216.778,  217.25,  217.568,  216.705,  -44.7874,  -46.7156,  -46.7139,  -45.0924,  -39.7082,  -29.8167,  -16.398,  0.779255,  19.7015,  37.927,  54.0541,  68.8746,  80.6106,  88.7139,  94.0412,  98.1192,  100.639,  -26.1956,  -15.6864,  -1.76088,  11.8008,  23.3958,  45.0503,  57.8814,  70.6301,  82.7114,  90.0487,  33.1502,  32.7829,  32.4122,  31.9856,  15.8664,  22.537,  29.4218,  36.5337,  42.8512,  -11.3713,  -3.03033,  6.28723,  13.409,  5.42968,  -3.93602,  49.5113,  58.0357,  67.0237,  73.5783,  67.1188,  58.2147,  1.01662,  12.3129,  21.6309,  27.7151,  34.7802,  42.6932,  49.9749,  41.8047,  33.6501,  26.1955,  19.3857,  10.6432,  5.71909,  20.6402,  27.0203,  34.1092,  46.0135,  33.8317,  26.7172,  20.2674,  -23.9648,  -4.11781,  16.229,  36.4562,  56.5787,  74.8796,  90.5387,  102.71,  107.174,  105.803,  96.2243,  82.0134,  64.8226,  45.218,  24.9368,  4.69468,  -16.1073,  -29.7372,  -36.6151,  -37.1402,  -33.4038,  -27.6074,  -27.1594,  -31.7716,  -33.7605,  -31.3197,  -23.6175,  -13.4464,  -0.20684,  12.808,  25.9621,  31.8524,  35.3022,  38.1018,  36.4382,  34.1822,  -16.0985,  -19.5884,  -18.6138,  -12.8003,  -11.2408,  -11.7803,  -10.9564,  -16.0517,  -15.4949,  -11.3037,  -7.89265,  -8.28178,  56.9105,  53.4184,  51.8895,  54.3032,  53.1042,  56.0759,  60.437,  67.2191,  69.2013,  69.259,  67.9577,  64.4944,  57.5718,  57.727,  58.9656,  58.8208,  60.6462,  60.1819,  60.5029,  59.1394,  641.472,  646.499,  652.081,  656.369,  656.371,  654.038,  647.553,  638.111,  636.469,  644.177,  657.248,  666.922,  671.051,  670.1,  666.418,  660.697,  657.109,  610.18,  601.937,  596.172,  592.06,  590.187,  592.918,  597.368,  604.787,  613.534,  623.655,  594.19,  589.555,  584.82,  580.617,  598.08,  595.983,  595.044,  597.857,  601.318,  606.818,  603.206,  602.803,  604.176,  603.577,  603.93,  609.177,  609.029,  611.295,  616.526,  612.516,  610.173,  615.86,  604.926,  601.446,  601.853,  603.115,  610.223,  621.684,  611.961,  606.72,  604.893,  604.961,  607.627,  613.186,  604.454,  604.337,  606.34,  618.368,  605.863,  603.927,  604.202,  0.608126,  0.276491,  -0.110355,  0.10159,  257.016,  195.719,  -10.089,  3.11623,  -16.7677,  17.2313,  -7.20867,  5.3921,  3.39273,  -7.16476,  2.88546,  -1.06706,  -3.38383,  -0.920753,  -1.0336,  -0.440588,  3.429,  0.443106,  -1.0405,  -0.489573,  -0.995184,  -1.23762,  0.0985341,  -0.341418,  0.368287,  -0.219033,  -0.0379345,  -0.0382132,  0.192122,  -0.0912935,  -0.00858647,  0.0455065,  0.0303758,  -0.010389,  0.0126185,  -0.00337399, 0.452784, 0, 0.839881, 0, 0, 0.0204777, 0, 0, 0.119399, 0, 0.0606369, 0.700791, 0.427365, 0.184926, 0, 0, 0.0193359, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
3,  0.0667333,  0.987572,  1,  0.0744629,  0.103801,  -0.991807,  -0.134567,  0.0898309,  -0.986824,  27.6649,  25.5821,  610.39,  0.263908,  -0.108578,  0.100404,  213.801,  212.868,  213.086,  214.17,  217.217,  222.778,  230.366,  240.349,  251.526,  262.016,  270.789,  278.683,  285.007,  289.613,  292.89,  295.673,  297.424,  223.952,  230.301,  238.955,  247.514,  254.875,  268.508,  276.34,  283.778,  290.52,  294.121,  260.923,  260.866,  260.806,  260.688,  249.986,  254.212,  258.566,  262.93,  266.727,  232.993,  238.133,  243.925,  248.327,  243.386,  237.574,  270.487,  275.728,  281.099,  284.727,  281.078,  275.776,  240.695,  247.711,  253.543,  257.309,  261.647,  266.228,  270.111,  265.621,  260.832,  256.292,  252.087,  246.656,  243.583,  252.857,  256.803,  261.112,  267.879,  260.965,  256.634,  252.64,  165.831,  177.438,  189.156,  200.643,  212.139,  222.757,  232.26,  240.215,  243.023,  241.495,  234.825,  226.027,  216.11,  205.156,  193.849,  182.454,  170.576,  161.48,  156.973,  156.441,  158.638,  162.228,  162.578,  159.817,  158.827,  160.604,  165.53,  171.262,  179.62,  187.967,  196.526,  199.742,  201.986,  203.78,  202.621,  201.08,  169.83,  167.592,  168.187,  171.809,  172.779,  172.452,  172.991,  169.857,  170.233,  172.861,  174.899,  174.645,  214.49,  212.91,  212.127,  213.602,  212.785,  214.232,  216.257,  220.954,  222.512,  222.675,  221.87,  219.586,  215.038,  215.595,  216.362,  216.153,  216.574,  216.996,  217.312,  216.455,  -44.7934,  -46.75,  -46.7745,  -45.1878,  -39.86,  -30.0255,  -16.6302,  0.593925,  19.5571,  37.8094,  53.9538,  68.7945,  80.55,  88.6736,  94.0134,  98.1026,  100.629,  -26.1037,  -15.5651,  -1.66075,  11.8646,  23.4154,  45.0847,  57.9015,  70.6149,  82.6625,  90.0068,  33.1575,  32.8091,  32.4533,  32.0391,  15.9255,  22.5864,  29.4619,  36.5589,  42.8592,  -11.3364,  -3.00281,  6.30938,  13.4152,  5.44877,  -3.90651,  49.5297,  58.0287,  67.0012,  73.5375,  67.1006,  58.2161,  1.14177,  12.4368,  21.7192,  27.7773,  34.8122,  42.6751,  49.9062,  41.7994,  33.6964,  26.2743,  19.4953,  10.7824,  5.85753,  20.7212,  27.0757,  34.1321,  45.9606,  33.8649,  26.7828,  20.3614,  -24.2243,  -4.41454,  15.9129,  36.1129,  56.2297,  74.5419,  90.2136,  102.431,  106.932,  105.608,  96.0728,  81.8552,  64.6268,  44.9614,  24.6179,  4.32453,  -16.5149,  -30.1255,  -36.9557,  -37.4543,  -33.7317,  -27.9769,  -27.5529,  -32.1579,  -34.1526,  -31.7368,  -24.0645,  -13.8479,  -0.598198,  12.4269,  25.5925,  31.4854,  34.9419,  37.7345,  36.0663,  33.8049,  -16.4549,  -19.9568,  -18.9873,  -13.1959,  -11.6215,  -12.1546,  -11.3873,  -16.4738,  -15.9225,  -11.7384,  -8.33209,  -8.71446,  56.6243,  53.0767,  51.5233,  53.9248,  52.7244,  55.6971,  60.0925,  66.8161,  68.7657,  68.8212,  67.5311,  64.1221,  57.2739,  57.3681,  58.5914,  58.4483,  60.2946,  59.7601,  60.0784,  58.7252,  641.142,  646.156,  651.731,  656.038,  656.082,  653.775,  647.34,  637.903,  636.266,  644.005,  657.133,  666.901,  671.144,  670.244,  666.578,  660.8,  657.149,  609.979,  601.821,  596.168,  592.143,  590.319,  593.056,  597.499,  604.885,  613.59,  623.655,  594.275,  589.653,  584.939,  580.749,  598.07,  595.976,  595.062,  597.88,  601.354,  606.74,  603.156,  602.764,  604.155,  603.536,  603.874,  609.236,  609.071,  611.339,  616.559,  612.559,  610.209,  615.655,  604.793,  601.398,  601.803,  603.069,  610.149,  621.533,  611.802,  606.581,  604.762,  604.825,  607.435,  612.984,  604.379,  604.259,  606.266,  618.213,  605.745,  603.812,  604.08,  0.608183,  0.275052,  -0.112928,  0.102067,  257.019,  195.504,  -10.3457,  2.71236,  -17.1543,  17.1328,  -7.64053,  5.47713,  3.62825,  -7.2172,  2.89809,  -1.2158,  -3.30877,  -0.803768,  -1.14709,  -0.475852,  3.64802,  0.380267,  -1.03679,  -0.553157,  -0.984203,  -1.18809,  0.126474,  -0.260038,  0.396689,  -0.185984,  -0.0528591,  -0.0301031,  0.216543,  -0.0978213,  -0.00667802,  0.0472079,  0.0357115,  -0.0103626,  0.012554,  -0.0029968, 0.446632, 0, 0.896619, 0, 0, 0.0204777, 0, 0, 0.136662, 0, 0.0817945, 0.79001, 0.405599, 0.190073, 0, 0, 0.0302379, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
4,  0.1001,  0.987742,  1,  0.0745788,  0.104807,  -0.991692,  -0.134825,  0.0905188,  -0.986726,  27.6611,  25.4448,  610.701,  0.264113,  -0.109477,  0.101524,  213.796,  212.849,  213.038,  214.088,  217.119,  222.681,  230.277,  240.275,  251.453,  261.939,  270.717,  278.621,  284.966,  289.592,  292.875,  295.66,  297.419,  223.968,  230.332,  238.987,  247.542,  254.902,  268.529,  276.36,  283.788,  290.524,  294.13,  260.941,  260.886,  260.827,  260.709,  249.97,  254.208,  258.571,  262.94,  266.741,  233.017,  238.162,  243.942,  248.34,  243.401,  237.603,  270.492,  275.736,  281.096,  284.723,  281.072,  275.783,  240.589,  247.653,  253.511,  257.298,  261.665,  266.261,  270.157,  265.647,  260.845,  256.278,  252.053,  246.59,  243.477,  252.821,  256.789,  261.127,  267.93,  260.979,  256.62,  252.603,  165.712,  177.303,  189.008,  200.488,  211.986,  222.615,  232.136,  240.12,  242.94,  241.411,  234.744,  225.957,  216.048,  205.091,  193.775,  182.376,  170.495,  161.418,  156.926,  156.406,  158.605,  162.194,  162.552,  159.799,  158.817,  160.593,  165.511,  171.229,  179.566,  187.895,  196.436,  199.636,  201.887,  203.688,  202.528,  200.991,  169.781,  167.564,  168.159,  171.762,  172.726,  172.397,  172.957,  169.847,  170.225,  172.84,  174.865,  174.609,  214.282,  212.747,  211.994,  213.473,  212.66,  214.085,  216.078,  220.787,  222.357,  222.52,  221.709,  219.407,  214.839,  215.45,  216.225,  216.014,  216.4,  216.858,  217.175,  216.312,  -44.8206,  -46.8005,  -46.8749,  -45.3459,  -40.0454,  -30.2066,  -16.7928,  0.468658,  19.4429,  37.6979,  53.8589,  68.7247,  80.5254,  88.6937,  94.0502,  98.1496,  100.695,  -26.0908,  -15.5244,  -1.61083,  11.9168,  23.473,  45.1458,  57.9695,  70.6771,  82.7247,  90.083,  33.206,  32.8604,  32.5059,  32.0911,  15.9099,  22.5929,  29.4858,  36.5954,  42.9081,  -11.3045,  -2.95854,  6.33928,  13.4446,  5.47699,  -3.86196,  49.5684,  58.0791,  67.0394,  73.5765,  67.1329,  58.2621,  0.967578,  12.3495,  21.6813,  27.7769,  34.8637,  42.7562,  50.0223,  41.8687,  33.7335,  26.2633,  19.4487,  10.6803,  5.68676,  20.675,  27.0685,  34.1759,  46.0796,  33.906,  26.7745,  20.3124,  -24.4396,  -4.64857,  15.6605,  35.854,  55.982,  74.326,  90.0439,  102.319,  106.849,  105.525,  95.9877,  81.7787,  64.5553,  44.8739,  24.5017,  4.18946,  -16.6696,  -30.2407,  -37.0488,  -37.5305,  -33.8033,  -28.0481,  -27.6103,  -32.207,  -34.1906,  -31.7754,  -24.112,  -13.9079,  -0.682985,  12.3221,  25.4704,  31.3345,  34.8045,  37.6108,  35.9386,  33.6827,  -16.5427,  -20.0124,  -19.0441,  -13.2793,  -11.713,  -12.2499,  -11.4487,  -16.5009,  -15.9458,  -11.7789,  -8.39274,  -8.77704,  56.3172,  52.8443,  51.3404,  53.7492,  52.5564,  55.4949,  59.8434,  66.5848,  68.5466,  68.6009,  67.3002,  63.8653,  56.9867,  57.1635,  58.4033,  58.2574,  60.0532,  59.5696,  59.8877,  58.524,  641.425,  646.403,  651.954,  656.26,  656.321,  654.055,  647.657,  638.218,  636.616,  644.377,  657.524,  667.304,  671.556,  670.679,  667.021,  661.266,  657.637,  610.285,  602.132,  596.493,  592.492,  590.686,  593.413,  597.877,  605.278,  614.002,  624.076,  594.622,  590.001,  585.293,  581.111,  598.413,  596.317,  595.404,  598.238,  601.725,  607.029,  603.468,  603.103,  604.499,  603.845,  604.161,  609.614,  609.468,  611.74,  616.938,  612.942,  610.585,  616.033,  605.148,  601.751,  602.159,  603.447,  610.556,  622.015,  612.184,  606.867,  605.021,  605.082,  607.749,  613.385,  604.7,  604.592,  606.615,  618.687,  606.066,  604.111,  604.379,  0.607836,  0.275239,  -0.113959,  0.103211,  257.007,  195.412,  -10.1752,  2.58008,  -16.7711,  16.6358,  -7.822,  5.57107,  3.4502,  -7.3203,  2.79603,  -1.26296,  -3.44629,  -0.733859,  -1.27712,  -0.436087,  3.62757,  0.371254,  -1.15058,  -0.546715,  -1.01577,  -1.23584,  0.0794472,  -0.291656,  0.382831,  -0.205614,  -0.0726531,  -0.0571147,  0.228366,  -0.0967727,  -0.00872207,  0.0464266,  0.0359411,  -0.00861033,  0.0146836,  -0.00579231, 0.425152, 0, 0.968406, 0, 0, 0, 0, 0, 0.111471, 0, 0.13831, 0.944382, 0.337833, 0.220199, 0, 0, 0.0449551, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
5,  0.133467,  0.987955,  1,  0.0748233,  0.10464,  -0.991691,  -0.134912,  0.0902042,  -0.986743,  27.6057,  25.4448,  610.841,  0.263073,  -0.109177,  0.101871,  213.754,  212.811,  213.003,  214.057,  217.087,  222.646,  230.24,  240.234,  251.404,  261.883,  270.656,  278.564,  284.916,  289.553,  292.845,  295.641,  297.414,  223.929,  230.292,  238.944,  247.496,  254.858,  268.527,  276.357,  283.782,  290.517,  294.126,  260.914,  260.853,  260.788,  260.664,  249.936,  254.168,  258.527,  262.894,  266.694,  232.987,  238.132,  243.915,  248.308,  243.371,  237.57,  270.473,  275.714,  281.076,  284.702,  281.053,  275.762,  240.561,  247.623,  253.474,  257.244,  261.594,  266.182,  270.088,  265.571,  260.775,  256.228,  252.02,  246.564,  243.446,  252.785,  256.736,  261.056,  267.863,  260.91,  256.57,  252.57,  165.734,  177.326,  189.03,  200.507,  211.999,  222.619,  232.126,  240.096,  242.914,  241.398,  234.755,  225.994,  216.1,  205.153,  193.839,  182.438,  170.553,  161.419,  156.926,  156.402,  158.598,  162.181,  162.545,  159.802,  158.827,  160.606,  165.526,  171.22,  179.559,  187.892,  196.436,  199.628,  201.881,  203.682,  202.524,  200.989,  169.771,  167.549,  168.145,  171.754,  172.72,  172.388,  172.958,  169.844,  170.223,  172.846,  174.871,  174.613,  214.261,  212.737,  211.992,  213.467,  212.659,  214.083,  216.069,  220.756,  222.308,  222.466,  221.657,  219.365,  214.819,  215.436,  216.21,  216.002,  216.39,  216.823,  217.135,  216.275,  -44.9095,  -46.8825,  -46.9468,  -45.4097,  -40.1085,  -30.2719,  -16.8575,  0.398286,  19.3612,  37.6031,  53.7559,  68.6292,  80.4485,  88.6424,  94.0234,  98.147,  100.723,  -26.1647,  -15.594,  -1.68031,  11.8482,  23.4109,  45.1569,  57.9847,  70.6902,  82.7384,  90.1022,  33.1723,  32.8183,  32.455,  32.0315,  15.8594,  22.5345,  29.4231,  36.5314,  42.8426,  -11.3569,  -3.00687,  6.29827,  13.3967,  5.43018,  -3.91557,  49.5526,  58.0603,  67.026,  73.5633,  67.1191,  58.2444,  0.921973,  12.3046,  21.6287,  27.6981,  34.758,  42.6385,  49.9176,  41.7516,  33.626,  26.1864,  19.3984,  10.6403,  5.63762,  20.6214,  26.9899,  34.069,  45.9791,  33.8012,  26.6996,  20.2637,  -24.4105,  -4.61029,  15.7026,  35.8949,  56.0121,  74.3429,  90.0371,  102.288,  106.813,  105.506,  96.0132,  81.8518,  64.6589,  44.9954,  24.6221,  4.30048,  -16.5726,  -30.2498,  -37.0646,  -37.5506,  -33.8267,  -28.0758,  -27.6301,  -32.2136,  -34.1862,  -31.7641,  -24.0949,  -13.9268,  -0.69331,  12.3211,  25.4769,  31.3297,  34.8021,  37.6091,  35.9401,  33.686,  -16.5646,  -20.0434,  -19.0724,  -13.297,  -11.727,  -12.2679,  -11.4504,  -16.5113,  -15.954,  -11.7727,  -8.38569,  -8.77292,  56.2966,  52.8452,  51.3517,  53.7555,  52.5686,  55.5053,  59.8401,  66.5445,  68.4786,  68.5262,  67.2289,  63.8111,  56.9662,  57.1569,  58.395,  58.2517,  60.0492,  59.5235,  59.8361,  58.4769,  641.668,  646.609,  652.114,  656.377,  656.413,  654.138,  647.733,  638.279,  636.658,  644.402,  657.566,  667.364,  671.658,  670.815,  667.205,  661.476,  657.873,  610.514,  602.366,  596.726,  592.71,  590.867,  593.599,  598.08,  605.471,  614.186,  624.258,  594.796,  590.174,  585.462,  581.278,  598.554,  596.456,  595.541,  598.373,  601.854,  607.239,  603.683,  603.308,  604.691,  604.035,  604.361,  609.783,  609.641,  611.912,  617.109,  613.108,  610.75,  616.183,  605.336,  601.935,  602.335,  603.61,  610.705,  622.142,  612.278,  606.96,  605.128,  605.198,  607.88,  613.532,  604.859,  604.747,  606.756,  618.81,  606.182,  604.238,  604.513,  0.607685,  0.274192,  -0.113701,  0.10356,  256.969,  195.409,  -10.1553,  2.47855,  -16.8459,  16.5194,  -7.59815,  5.70663,  3.45228,  -7.3536,  2.83429,  -1.27715,  -3.4629,  -0.680661,  -1.26361,  -0.500388,  3.69492,  0.360888,  -1.1126,  -0.486035,  -1.03879,  -1.16811,  0.0856615,  -0.302115,  0.403873,  -0.210315,  -0.0816927,  -0.0465204,  0.229611,  -0.0991302,  -0.0077818,  0.048297,  0.0358093,  -0.00884809,  0.0153077,  -0.00666319, 0.389004, 0.00833932, 0.879284, 0, 0, 0, 0, 0, 0.121332, 0, 0.150146, 1.07207, 0.324454, 0.262483, 0, 0, 0.0462235, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
