F0,VUV,NAQ,QOQ,H1H2,PSP,MDQ,peakSlope,Rd,Rd_conf,creak,MCEP_0,MCEP_1,MCEP_2,MCEP_3,MCEP_4,MCEP_5,MCEP_6,MCEP_7,MCEP_8,MCEP_9,MCEP_10,MCEP_11,MCEP_12,MCEP_13,MCEP_14,MCEP_15,MCEP_16,MCEP_17,MCEP_18,MCEP_19,MCEP_20,MCEP_21,MCEP_22,MCEP_23,MCEP_24,HMPDM_0,HMPDM_1,HMPDM_2,HMPDM_3,HMPDM_4,HMPDM_5,HMPDM_6,HMPDM_7,HMPDM_8,HMPDM_9,HMPDM_10,HMPDM_11,HMPDM_12,HMPDM_13,HMPDM_14,HMPDM_15,HMPDM_16,HMPDM_17,HMPDM_18,HMPDM_19,HMPDM_20,HMPDM_21,HMPDM_22,HMPDM_23,HMPDM_24,HMPDD_0,HMPDD_1,HMPDD_2,HMPDD_3,HMPDD_4,HMPDD_5,HMPDD_6,HMPDD_7,HMPDD_8,HMPDD_9,HMPDD_10,HMPDD_11,HMPDD_12,
0,0,0,0,0,0,0,0,0,0,0,-8.988,1.6394,-0.11511,0.41724,0.031843,0.15605,-0.03659,0.011659,-0.028553,-0.11596,-0.098445,0.15473,0.12075,-0.087432,-0.12642,0.11032,0.0071056,-0.086622,-0.069052,0.1497,-0.046448,-0.038208,0.069957,0.033267,-0.12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.020242,-8.8151,1.5977,-0.19852,0.48094,0.085353,0.11886,-0.059624,-0.036432,0.013446,-0.066763,-0.23051,0.11794,0.18137,-0.062942,-0.090828,0.049705,0.13174,-0.072801,-0.17034,0.15415,0.033292,-0.09849,0.041024,0.019542,-0.022164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.32501,0,0,0.0093716,-9.0456,1.6296,-0.13531,0.48272,0.20715,0.033362,-0.12426,-0.062373,0.0079351,0.02429,-0.24572,0.086023,0.057189,-0.13101,-0.064589,-0.02885,0.060215,-0.034874,-0.078382,0.045824,-0.0065296,-0.075367,0.09167,0.014775,-0.01337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.33109,0,0,0.0045683,-9.1635,1.6804,-0.061188,0.42485,0.21331,0.10595,0.022557,0.083824,0.021613,-0.01051,-0.21523,0.057264,0.020402,-0.27585,-0.088482,0.13546,-0.046224,-0.053774,-0.021766,0.048114,-0.069674,-0.0046737,0.12273,-0.015086,-0.089333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.33481,0,0,0.0027574,-8.8649,1.8668,0.1374,0.50331,0.224,0.10211,0.13893,0.27138,0.14347,-0.041072,-0.047935,0.018171,-0.079617,-0.29178,-0.064059,0.24614,-0.10273,-0.044143,0.040341,0.063428,-0.11728,0.04352,0.1338,-0.04231,-0.13024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,-0.34341,2.004,0.5245,0.0018522,-8.8601,1.8733,0.15245,0.57023,0.21257,-0.0037902,0.076786,0.28064,0.092533,-0.064455,0.069743,-0.031842,-0.20774,-0.069185,0.065365,0.076179,-0.16963,0.045478,0.01877,0.0044669,-0.048672,0.085742,-0.028534,-0.0050752,-0.0021368,0,0,0,0,0,-0.00022479,-0.00028074,-0.00019223,0.00010061,0.516,1.4533,2.6589,-2.2335,-2.2568,1.8278,1.0154,1.1695,2.9258,2.7436,-1.8311,0.62505,-2.0503,-1.9857,-1.5115,2.0157,-7.2875,0.47543,0.11799,-0.075332,0.15159,-0.10624,0.081795,-0.23387,-0.39409,0.2685,0.053813,0.011739,0.53349
189,0,0,0,0,0,0,-0.35628,1.7815,0.51447,0.0018985,-8.8703,1.8648,0.10592,0.50548,0.19602,0.07218,0.12808,0.27991,-0.14628,-0.05295,0.095169,-0.042908,-0.18618,0.07056,0.14411,-0.052579,-0.21244,0.13083,-0.044475,-0.0047717,0.045683,0.063405,-0.11527,-0.0018336,0.081685,0,0,0,0,0,-0.0006803,-0.00085053,-0.0005834,0.00030603,0.48495,1.4133,2.6495,-2.2465,-2.2668,1.8312,1.0081,1.164,2.9217,2.755,-1.8213,0.62772,-2.0408,-1.9839,-1.508,2.0121,-0.62122,-0.77305,-0.7415,-0.71836,-0.67108,-0.60931,-0.55496,-0.49402,-0.41393,-0.37058,-0.31198,-0.24893,-0.2364
128.5,0,0,0,0,0,0,-0.3737,0.90338,0.47953,0.0027203,-8.8813,1.7087,0.04685,0.5376,0.18001,0.22504,0.19661,0.23388,-0.16346,-0.067287,0.12112,-0.0030468,-0.2463,-0.015518,0.10235,-0.038959,-0.15585,0.19484,-0.076117,-0.013839,0.044206,0.043826,-0.064236,-0.075057,0.098293,0,0,0,0,0,-0.0011363,-0.0014227,-0.0009783,0.00051484,0.45389,1.3713,2.641,-2.2606,-2.2777,1.8329,0.99957,1.1583,2.9178,2.7674,-1.809,0.63361,-2.0334,-1.9845,-1.5039,2.0085,-0.31297,-0.75389,-0.72557,-0.70365,-0.65843,-0.60223,-0.55402,-0.49811,-0.42247,-0.39154,-0.3363,-0.27477,-0.2718
109,0,0,0,0,0,0,-0.37857,1.0508,0.43499,0.0048804,-8.9096,1.5955,-0.047008,0.53749,0.19787,0.16222,0.095106,0.13475,-0.013898,-0.14936,0.0095031,0.050456,-0.3008,-0.043246,0.094759,-0.01594,-0.079787,0.2214,0.048488,-0.042968,-0.049138,0.09403,-0.089572,-0.11175,0.11795,0,0,0,0,0,-0.0016802,-0.0022209,-0.0017379,0.00013029,0.42136,1.3259,2.6337,-2.2761,-2.2906,1.8333,0.99032,1.1519,2.9121,2.7778,-1.7943,0.64011,-2.0268,-1.9869,-1.4992,2.0045,-0.12347,-0.75115,-0.7292,-0.70255,-0.65115,-0.59373,-0.55619,-0.49604,-0.42098,-0.40878,-0.35375,-0.2885,-0.29321
150,0,0,0,0,0,0,-0.37248,1.2803,0.53689,0.0063787,-9.0746,1.5896,-0.064857,0.42399,0.10683,-0.044109,-0.017566,0.05435,-0.082759,-0.16552,-0.020084,0.077162,-0.29397,-0.058588,0.046082,-0.035135,-0.038877,0.14752,0.056958,-0.017889,-0.10056,0.098491,-0.13579,-0.053882,0.031439,0,0,0,0,0,-0.0023145,-0.0032515,-0.0028749,-0.00087243,0.38686,1.2753,2.6244,-2.2931,-2.3066,1.8335,0.98227,1.144,2.9047,2.787,-1.7777,0.64614,-2.02,-1.9893,-1.4948,1.9997,-0.011526,-0.75833,-0.73917,-0.69558,-0.63812,-0.57246,-0.55806,-0.4957,-0.42004,-0.42891,-0.37769,-0.29876,-0.30856
